VENDOR INVOICE REGISTER — 500 Invoices WITH Embedded Anomalies,,,,,,,,,,,,,,,,,,,
Find: 38 Duplicates | 52 Rate Mismatches | 24 Ghost Invoices | 41 3-Way Match Failures,,,,,,,,,,,,,,,,,,,
Invoice No,Invoice Date,Receipt Date,Vendor ID,Vendor Name,PO Reference,GRN Reference,Item Description,Qty Billed,Rate Billed (Rs.),Basic Amt (Rs.),GST %,GST Amt (Rs.),Total Invoice (Rs.),Payment Terms,Due Date,Payment Status,Submitted Via,Processed By,Notes
INV/V002/63341,14-10-2023,15-10-2023,V002,Rajput Steel Works,PO/FY24/0132,GRN/FY24/0147,Aluminium Rods,139,280.00,"38,920.00",18,"7,005.60","45,925.60",30,13-11-2023,Pending,Portal,AP Clerk - Ramesh,
INV/V003/33539,09/24/2023,25/09/2023,V003,Gupta Packaging,PO/FY24/0133,GRN/FY24/0148,Rubber Gaskets,430,52.00,"22,360.00",18,"4,024.80","26,384.80",45,08-11-2023,Pending,WhatsApp,AP Clerk - Sunita,
INV/V004/50880,11/12/2023,14-11-2023,V004,Singh Logistics,PO/FY24/0134,GRN/FY24/0149,Cutting Tools Set,378,"1,450.00","548,100.00",18,"98,658.00","646,758.00",60,11-01-2024,Pending,Email,AP Clerk - Mohan,
INV/V005/70435,24-09-2023,24-09-2023,V005,Mehta Industries,PO/FY24/0135,GRN/FY24/0150,Lubricating Oil,737,490.00,"361,130.00",18,"65,003.40","426,133.40",60,23-11-2023,Pending,WhatsApp,AP Clerk - Sunita,
INV/V006/12538,09-03-2024,09-03-2024,V006,Joshi Components,PO/FY24/0136,GRN/FY24/0151,Corrugated Boxes,616,22.00,"13,552.00",12,"1,626.24","15,178.24",60,08-05-2024,Pending,Portal,AP Clerk - Ramesh,
INV/V007/43683,05/26/2023,29-05-2023,V007,Agarwal Metals,PO/FY24/0137,GRN/FY24/0152,Ball Bearings,256,260.00,"66,560.00",18,"11,980.80","78,540.80",45,10-07-2023,Pending,Email,AP Clerk - Mohan,
INV/V008/69447,15-11-2023,11/16/2023,V008,Patel Suppliers,PO/FY24/0138,GRN/FY24/0153,Hydraulic Hoses,297,720.00,"213,840.00",18,"38,491.20","252,331.20",45,30-12-2023,Pending,Email,AP Clerk - Mohan,
INV/V009/94676,28-01-2024,29/01/2024,V009,Kumar Trading,PO/FY24/0139,GRN/FY24/0154,Safety Gloves,514,95.00,"48,830.00",5,"2,441.50","51,271.50",45,13-03-2024,Pending,Courier,AP Clerk - Ramesh,
INV/V010/81200,05/16/2023,19-05-2023,V010,Verma Auto Parts,PO/FY24/0140,GRN/FY24/0155,Welding Rods,600,210.00,"126,000.00",18,"22,680.00","148,680.00",30,15-06-2023,Pending,Courier,AP Clerk - Sunita,
INV/V001/51094,01/02/2024,01/04/2024,V001,Sharma Enterprises,PO/FY24/0141,GRN/FY24/0156,Steel Sheets 2mm,188,180.00,"33,840.00",18,"6,091.20","39,931.20",60,02-03-2024,Pending,Email,AP Clerk - Sunita,
INV/V002/48781,05/10/2023,10-05-2023,V002,Rajput Steel Works,PO/FY24/0142,GRN/FY24/0157,Aluminium Rods,586,280.00,"164,080.00",18,"29,534.40","193,614.40",60,09-07-2023,Pending,WhatsApp,AP Clerk - Ramesh,
INV/V003/80461,26-08-2023,28-08-2023,V003,Gupta Packaging,PO/FY24/0143,GRN/FY24/0158,Rubber Gaskets,662,52.00,"34,424.00",18,"6,196.32","40,620.32",60,25-10-2023,Pending,Email,AP Clerk - Sunita,
INV/V004/47989,15-07-2023,15-07-2023,V004,Singh Logistics,PO/FY24/0144,GRN/FY24/0159,Cutting Tools Set,695,"1,450.00","1,007,750.00",18,"181,395.00","1,189,145.00",60,09/13/2023,Pending,Portal,AP Clerk - Sunita,
INV/V005/72964,16-10-2023,18-10-2023,V005,Mehta Industries,PO/FY24/0145,GRN/FY24/0160,Lubricating Oil,734,490.00,"359,660.00",18,"64,738.80","424,398.80",60,15-12-2023,Pending,Email,AP Clerk - Sunita,
INV/V001/50276,27-09-2023,28/09/2023,V001,Sharma Enterprises,PO/FY24/0001,GRN/FY24/0001,Steel Sheets 2mm,439,180.00,"79,020.00",18,"14,223.60","93,243.60",30,27-10-2023,Paid,Courier,AP Clerk - Sunita,
INV/V002/55045,09-07-2023,07/10/2023,V002,Rajput Steel Works,PO/FY24/0002,GRN/FY24/0002,Aluminium Rods,750,280.00,"210,000.00",18,"37,800.00","247,800.00",30,08-08-2023,Paid,Email,AP Clerk - Mohan,
INV/V003/53345,01/26/2024,01/27/2024,V003,Gupta Packaging,PO/FY24/0003,GRN/FY24/0003,Rubber Gaskets,432,52.00,"22,464.00",18,"4,043.52","26,507.52",30,25-02-2024,Paid,Email,AP Clerk - Sunita,
INV/V004/58676,10/11/2023,12-10-2023,V004,Singh Logistics,PO/FY24/0004,GRN/FY24/0004,Cutting Tools Set,783,"1,450.00","1,135,350.00",18,"204,363.00","1,339,713.00",30,10-11-2023,Paid,Email,AP Clerk - Sunita,
INV/V005/53953,10/26/2023,10/27/2023,V005,Mehta Industries,PO/FY24/0005,GRN/FY24/0005,Lubricating Oil,258,490.00,"126,420.00",18,"22,755.60","149,175.60",30,25/11/2023,Paid,WhatsApp,AP Clerk - Sunita,
INV/V006/51226,09-11-2023,10-11-2023,V006,Joshi Components,PO/FY24/0006,GRN/FY24/0006,Corrugated Boxes,416,22.00,"9,152.00",12,"1,098.24","10,250.24",30,09-12-2023,Paid,Email,AP Clerk - Sunita,
INV/V007/59564,13-01-2024,14/01/2024,V007,Agarwal Metals,PO/FY24/0007,GRN/FY24/0007,Ball Bearings,565,260.00,"146,900.00",18,"26,442.00","173,342.00",30,02/12/2024,Paid,WhatsApp,AP Clerk - Mohan,
INV/V008/56922,27-07-2023,28-07-2023,V008,Patel Suppliers,PO/FY24/0008,GRN/FY24/0008,Hydraulic Hoses,697,720.00,"501,840.00",18,"90,331.20","592,171.20",30,26/08/2023,Paid,Courier,AP Clerk - Mohan,
INV/V009/51843,28/04/2023,29-04-2023,V009,Kumar Trading,PO/FY24/0009,GRN/FY24/0009,Safety Gloves,705,95.00,"66,975.00",5,"3,348.75","70,323.75",30,28/05/2023,Paid,Email,AP Clerk - Ramesh,
INV/V010/51391,26-10-2023,27/10/2023,V010,Verma Auto Parts,PO/FY24/0010,GRN/FY24/0010,Welding Rods,107,210.00,"22,470.00",18,"4,044.60","26,514.60",30,25/11/2023,Paid,WhatsApp,AP Clerk - Ramesh,
INV/V001/59373,11/24/2023,25-11-2023,V001,Sharma Enterprises,PO/FY24/0011,GRN/FY24/0011,Steel Sheets 2mm,148,180.00,"26,640.00",18,"4,795.20","31,435.20",30,24-12-2023,Paid,Email,AP Clerk - Ramesh,
INV/V002/54443,29-11-2023,30-11-2023,V002,Rajput Steel Works,PO/FY24/0012,GRN/FY24/0012,Aluminium Rods,376,280.00,"105,280.00",18,"18,950.40","124,230.40",30,29-12-2023,Paid,Email,AP Clerk - Sunita,
INV/V003/59191,19/12/2023,20/12/2023,V003,Gupta Packaging,PO/FY24/0013,GRN/FY24/0013,Rubber Gaskets,563,52.00,"29,276.00",18,"5,269.68","34,545.68",30,18-01-2024,Paid,Portal,AP Clerk - Ramesh,
INV/V004/51049,05/21/2023,22-05-2023,V004,Singh Logistics,PO/FY24/0014,GRN/FY24/0014,Cutting Tools Set,445,"1,450.00","645,250.00",18,"116,145.00","761,395.00",30,20-06-2023,Paid,Portal,AP Clerk - Ramesh,
INV/V005/54610,03/11/2023,04-11-2023,V005,Mehta Industries,PO/FY24/0015,GRN/FY24/0015,Lubricating Oil,504,490.00,"246,960.00",18,"44,452.80","291,412.80",30,03/12/2023,Paid,Email,AP Clerk - Sunita,
INV/V006/53585,05/31/2023,01-06-2023,V006,Joshi Components,PO/FY24/0016,GRN/FY24/0016,Corrugated Boxes,371,22.00,"8,162.00",12,979.44,"9,141.44",30,06/30/2023,Paid,Courier,AP Clerk - Ramesh,
INV/V007/50104,25-12-2023,26-12-2023,V007,Agarwal Metals,PO/FY24/0017,GRN/FY24/0017,Ball Bearings,498,260.00,"129,480.00",18,"23,306.40","152,786.40",30,24-01-2024,Paid,Courier,AP Clerk - Sunita,
INV/V008/53956,02-08-2023,03-08-2023,V008,Patel Suppliers,PO/FY24/0018,GRN/FY24/0018,Hydraulic Hoses,596,720.00,"429,120.00",18,"77,241.60","506,361.60",30,01-09-2023,Paid,Email,AP Clerk - Sunita,
INV/V009/52884,19-10-2023,10/20/2023,V009,Kumar Trading,PO/FY24/0019,GRN/FY24/0019,Safety Gloves,213,95.00,"20,235.00",5,"1,011.75","21,246.75",30,18-11-2023,Paid,Portal,AP Clerk - Mohan,
INV/V001/50276,19-10-2023,10/20/2023,V001,Sharma Enterprises,PO/FY24/0001,GRN/FY24/0001,Steel Sheets 2mm,439,180.00,"79,020.00",18,"14,223.60","93,243.60",30,18-11-2023,Pending,Portal,AP Clerk - Ramesh,DUPLICATE: Same invoice no as row above. Original: INV/V001/50276
INV/V002/55045,29-07-2023,30-07-2023,V002,Rajput Steel Works,PO/FY24/0002,GRN/FY24/0002,Aluminium Rods,750,280.00,"210,000.00",18,"37,800.00","247,800.00",30,28-08-2023,Pending,Email,AP Clerk - Ramesh,DUPLICATE: Same invoice no as row above. Original: INV/V002/55045
INV/V003/53345,21/02/2024,22/02/2024,V003,Gupta Packaging,PO/FY24/0003,GRN/FY24/0003,Rubber Gaskets,432,52.00,"22,464.00",18,"4,043.52","26,507.52",30,03/22/2024,Pending,WhatsApp,AP Clerk - Sunita,DUPLICATE: Same invoice no as row above. Original: INV/V003/53345
INV/V004/58676,19-10-2023,20-10-2023,V004,Singh Logistics,PO/FY24/0004,GRN/FY24/0004,Cutting Tools Set,783,"1,450.00","1,135,350.00",18,"204,363.00","1,339,713.00",30,18-11-2023,Pending,Courier,AP Clerk - Sunita,DUPLICATE: Same invoice no as row above. Original: INV/V004/58676
INV/V005/53953,11/06/2023,07-11-2023,V005,Mehta Industries,PO/FY24/0005,GRN/FY24/0005,Lubricating Oil,258,490.00,"126,420.00",18,"22,755.60","149,175.60",30,06-12-2023,Pending,Email,AP Clerk - Mohan,DUPLICATE: Same invoice no as row above. Original: INV/V005/53953
INV/V006/51226,28-11-2023,29-11-2023,V006,Joshi Components,PO/FY24/0006,GRN/FY24/0006,Corrugated Boxes,416,22.00,"9,152.00",12,"1,098.24","10,250.24",30,28-12-2023,Pending,Courier,AP Clerk - Ramesh,DUPLICATE: Same invoice no as row above. Original: INV/V006/51226
INV/V007/59564,27/01/2024,28-01-2024,V007,Agarwal Metals,PO/FY24/0007,GRN/FY24/0007,Ball Bearings,565,260.00,"146,900.00",18,"26,442.00","173,342.00",30,26-02-2024,Pending,WhatsApp,AP Clerk - Sunita,DUPLICATE: Same invoice no as row above. Original: INV/V007/59564
INV/V008/56922,24-08-2023,08/25/2023,V008,Patel Suppliers,PO/FY24/0008,GRN/FY24/0008,Hydraulic Hoses,697,720.00,"501,840.00",18,"90,331.20","592,171.20",30,09/23/2023,Pending,Email,AP Clerk - Sunita,DUPLICATE: Same invoice no as row above. Original: INV/V008/56922
INV/V009/51843,15-05-2023,16/05/2023,V009,Kumar Trading,PO/FY24/0009,GRN/FY24/0009,Safety Gloves,705,95.00,"66,975.00",5,"3,348.75","70,323.75",30,14-06-2023,Pending,Courier,AP Clerk - Sunita,DUPLICATE: Same invoice no as row above. Original: INV/V009/51843
INV/V010/51391,15-11-2023,11/16/2023,V010,Verma Auto Parts,PO/FY24/0010,GRN/FY24/0010,Welding Rods,107,210.00,"22,470.00",18,"4,044.60","26,514.60",30,12/15/2023,Pending,Email,AP Clerk - Ramesh,DUPLICATE: Same invoice no as row above. Original: INV/V010/51391
INV/V001/59373-R,08-12-2023,12/09/2023,V001,Sharma Enterprises,PO/FY24/0011,GRN/FY24/0011,Steel Sheets 2mm,148,181.45,"26,854.60",18,"4,833.83","31,688.43",30,07-01-2024,Pending,Portal,AP Clerk - Sunita,DUPLICATE: Revised invoice claimed. Orig: INV/V001/59373. Diff: Rs.215.0
INV/V002/54443-R,26-12-2023,27-12-2023,V002,Rajput Steel Works,PO/FY24/0012,GRN/FY24/0012,Aluminium Rods,376,278.19,"104,599.44",18,"18,827.90","123,427.34",30,25-01-2024,Pending,Courier,AP Clerk - Ramesh,DUPLICATE: Revised invoice claimed. Orig: INV/V002/54443. Diff: Rs.-681.0
INV/V003/59191-R,10-01-2024,11-01-2024,V003,Gupta Packaging,PO/FY24/0013,GRN/FY24/0013,Rubber Gaskets,563,52.85,"29,754.55",18,"5,355.82","35,110.37",30,09-02-2024,Pending,Email,AP Clerk - Ramesh,DUPLICATE: Revised invoice claimed. Orig: INV/V003/59191. Diff: Rs.479.0
INV/V004/51049-R,06/10/2023,06/11/2023,V004,Singh Logistics,PO/FY24/0014,GRN/FY24/0014,Cutting Tools Set,445,"1,455.43","647,666.35",18,"116,579.94","764,246.29",30,10-07-2023,Pending,WhatsApp,AP Clerk - Mohan,DUPLICATE: Revised invoice claimed. Orig: INV/V004/51049. Diff: Rs.2416.0
INV/V005/54610-R,25/11/2023,26-11-2023,V005,Mehta Industries,PO/FY24/0015,GRN/FY24/0015,Lubricating Oil,504,483.17,"243,517.68",18,"43,833.18","287,350.86",30,25-12-2023,Pending,Courier,AP Clerk - Mohan,DUPLICATE: Revised invoice claimed. Orig: INV/V005/54610. Diff: Rs.-3442.0
INV/V006/53585-R,22-06-2023,06/23/2023,V006,Joshi Components,PO/FY24/0016,GRN/FY24/0016,Corrugated Boxes,371,22.40,"8,310.40",12,997.25,"9,307.65",30,22/07/2023,Pending,Email,AP Clerk - Ramesh,DUPLICATE: Revised invoice claimed. Orig: INV/V006/53585. Diff: Rs.148.0
INV/V007/50104-R,04-01-2024,05/01/2024,V007,Agarwal Metals,PO/FY24/0017,GRN/FY24/0017,Ball Bearings,498,252.41,"125,700.18",18,"22,626.03","148,326.21",30,03-02-2024,Pending,Email,AP Clerk - Sunita,DUPLICATE: Revised invoice claimed. Orig: INV/V007/50104. Diff: Rs.-3780.0
INV/V008/53956-R,08/13/2023,14/08/2023,V008,Patel Suppliers,PO/FY24/0018,GRN/FY24/0018,Hydraulic Hoses,596,730.42,"435,330.32",18,"78,359.46","513,689.78",30,12-09-2023,Pending,Email,AP Clerk - Ramesh,DUPLICATE: Revised invoice claimed. Orig: INV/V008/53956. Diff: Rs.6210.0
INV/V009/52884-R,29/10/2023,30-10-2023,V009,Kumar Trading,PO/FY24/0019,GRN/FY24/0019,Safety Gloves,213,96.53,"20,560.89",5,"1,028.04","21,588.93",30,28-11-2023,Pending,Portal,AP Clerk - Ramesh,DUPLICATE: Revised invoice claimed. Orig: INV/V009/52884. Diff: Rs.326.0
INV/V001/66504,21-12-2023,23-12-2023,V001,Sharma Enterprises,PO/FY24/0011,GRN/FY24/0001,Steel Sheets 2mm,148,205.50,"30,414.00",18,"5,474.52","35,888.52",45,04-02-2024,Pending,Email,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.180 | Invoice rate Rs.205.5 | Overcharge: 14.2%
INV/V002/67136,20-03-2024,22-03-2024,V002,Rajput Steel Works,PO/FY24/0012,GRN/FY24/0002,Aluminium Rods,376,305.42,"114,837.92",18,"20,670.83","135,508.75",45,04-05-2024,Pending,Email,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.280 | Invoice rate Rs.305.42 | Overcharge: 9.1%
INV/V003/68672,27-01-2024,29-01-2024,V003,Gupta Packaging,PO/FY24/0013,GRN/FY24/0003,Rubber Gaskets,563,61.96,"34,883.48",18,"6,279.03","41,162.51",45,12/03/2024,Pending,Email,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.52 | Invoice rate Rs.61.96 | Overcharge: 19.2%
INV/V004/65717,11-05-2023,13/05/2023,V004,Singh Logistics,PO/FY24/0014,GRN/FY24/0004,Cutting Tools Set,445,"1,674.94","745,348.30",18,"134,162.69","879,510.99",45,25-06-2023,Pending,WhatsApp,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.1450 | Invoice rate Rs.1674.94 | Overcharge: 15.5%
INV/V005/62382,02/14/2024,16-02-2024,V005,Mehta Industries,PO/FY24/0015,GRN/FY24/0005,Lubricating Oil,504,601.03,"302,919.12",18,"54,525.44","357,444.56",45,30-03-2024,Pending,Email,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.490 | Invoice rate Rs.601.03 | Overcharge: 22.7%
INV/V006/65264,27-07-2023,07/29/2023,V006,Joshi Components,PO/FY24/0016,GRN/FY24/0006,Corrugated Boxes,371,25.22,"9,356.62",12,"1,122.79","10,479.41",45,10-09-2023,Pending,WhatsApp,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.22 | Invoice rate Rs.25.22 | Overcharge: 14.7%
INV/V007/61428,25-05-2023,27-05-2023,V007,Agarwal Metals,PO/FY24/0017,GRN/FY24/0007,Ball Bearings,498,314.16,"156,451.68",18,"28,161.30","184,612.98",45,09-07-2023,Pending,Portal,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.260 | Invoice rate Rs.314.16 | Overcharge: 20.8%
INV/V008/63837,20-05-2023,22-05-2023,V008,Patel Suppliers,PO/FY24/0018,GRN/FY24/0008,Hydraulic Hoses,596,878.57,"523,627.72",18,"94,252.99","617,880.71",45,04-07-2023,Pending,WhatsApp,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.720 | Invoice rate Rs.878.57 | Overcharge: 22.0%
INV/V009/67241,12-10-2023,14-10-2023,V009,Kumar Trading,PO/FY24/0019,GRN/FY24/0009,Safety Gloves,213,109.01,"23,219.13",5,"1,160.96","24,380.09",45,26-11-2023,Pending,Email,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.95 | Invoice rate Rs.109.01 | Overcharge: 14.7%
INV/V010/66987,23-07-2023,25-07-2023,V010,Verma Auto Parts,PO/FY24/0020,GRN/FY24/0010,Welding Rods,438,245.69,"107,612.22",18,"19,370.20","126,982.42",45,06-09-2023,Pending,Email,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.210 | Invoice rate Rs.245.69 | Overcharge: 17.0%
INV/V001/64038,24-05-2023,26-05-2023,V001,Sharma Enterprises,PO/FY24/0021,GRN/FY24/0011,Steel Sheets 2mm,730,212.21,"154,913.30",18,"27,884.39","182,797.69",45,08/07/2023,Pending,Portal,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.180 | Invoice rate Rs.212.21 | Overcharge: 17.9%
INV/V002/69641,19-01-2024,01/21/2024,V002,Rajput Steel Works,PO/FY24/0022,GRN/FY24/0012,Aluminium Rods,468,336.41,"157,439.88",18,"28,339.18","185,779.06",45,04-03-2024,Pending,Courier,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.280 | Invoice rate Rs.336.41 | Overcharge: 20.1%
INV/V003/60726,06-06-2023,08/06/2023,V003,Gupta Packaging,PO/FY24/0023,GRN/FY24/0013,Rubber Gaskets,221,56.49,"12,484.29",18,"2,247.17","14,731.46",45,07/21/2023,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.52 | Invoice rate Rs.56.49 | Overcharge: 8.6%
INV/V004/66330,24-04-2024,26-04-2024,V004,Singh Logistics,PO/FY24/0024,GRN/FY24/0014,Cutting Tools Set,623,"1,674.73","1,043,356.79",18,"187,804.22","1,231,161.01",45,08-06-2024,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.1450 | Invoice rate Rs.1674.73 | Overcharge: 15.5%
INV/V005/61185,16/08/2023,18/08/2023,V005,Mehta Industries,PO/FY24/0025,GRN/FY24/0015,Lubricating Oil,71,571.32,"40,563.72",18,"7,301.47","47,865.19",45,30-09-2023,Pending,Portal,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.490 | Invoice rate Rs.571.32 | Overcharge: 16.6%
INV/V006/64988,28-12-2023,30-12-2023,V006,Joshi Components,PO/FY24/0026,GRN/FY24/0016,Corrugated Boxes,691,24.40,"16,860.40",12,"2,023.25","18,883.65",45,11-02-2024,Pending,WhatsApp,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.22 | Invoice rate Rs.24.4 | Overcharge: 10.9%
INV/V007/66212,25-08-2023,27-08-2023,V007,Agarwal Metals,PO/FY24/0027,GRN/FY24/0017,Ball Bearings,226,323.66,"73,147.16",18,"13,166.49","86,313.65",45,09-10-2023,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.260 | Invoice rate Rs.323.66 | Overcharge: 24.5%
INV/V008/60219,26-04-2023,28-04-2023,V008,Patel Suppliers,PO/FY24/0028,GRN/FY24/0018,Hydraulic Hoses,448,850.96,"381,230.08",18,"68,621.41","449,851.49",45,10/06/2023,Pending,Courier,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.720 | Invoice rate Rs.850.96 | Overcharge: 18.2%
INV/V009/63141,18-09-2023,20/09/2023,V009,Kumar Trading,PO/FY24/0029,GRN/FY24/0019,Safety Gloves,441,115.12,"50,767.92",5,"2,538.40","53,306.32",45,02/11/2023,Pending,Email,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.95 | Invoice rate Rs.115.12 | Overcharge: 21.2%
INV/V010/67023,06/25/2023,27-06-2023,V010,Verma Auto Parts,PO/FY24/0030,GRN/FY24/0020,Welding Rods,730,253.12,"184,777.60",18,"33,259.97","218,037.57",45,09-08-2023,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.210 | Invoice rate Rs.253.12 | Overcharge: 20.5%
INV/V001/63786,14-09-2023,16-09-2023,V001,Sharma Enterprises,PO/FY24/0031,GRN/FY24/0021,Steel Sheets 2mm,123,220.42,"27,111.66",18,"4,880.10","31,991.76",45,29-10-2023,Pending,WhatsApp,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.180 | Invoice rate Rs.220.42 | Overcharge: 22.5%
INV/V002/63706,19-06-2023,21-06-2023,V002,Rajput Steel Works,PO/FY24/0032,GRN/FY24/0022,Aluminium Rods,473,347.00,"164,131.00",18,"29,543.58","193,674.58",45,03-08-2023,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.280 | Invoice rate Rs.347.0 | Overcharge: 23.9%
INV/V003/65516,19-03-2024,21-03-2024,V003,Gupta Packaging,PO/FY24/0033,GRN/FY24/0023,Rubber Gaskets,618,63.67,"39,348.06",18,"7,082.65","46,430.71",45,03/05/2024,Pending,Courier,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.52 | Invoice rate Rs.63.67 | Overcharge: 22.5%
INV/V004/63416,03-01-2024,05-01-2024,V004,Singh Logistics,PO/FY24/0034,GRN/FY24/0024,Cutting Tools Set,546,"1,809.27","987,861.42",18,"177,815.06","1,165,676.48",45,17/02/2024,Pending,Email,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.1450 | Invoice rate Rs.1809.27 | Overcharge: 24.8%
INV/V005/62150,04-05-2023,06-05-2023,V005,Mehta Industries,PO/FY24/0035,GRN/FY24/0025,Lubricating Oil,768,584.33,"448,765.44",18,"80,777.78","529,543.22",45,18-06-2023,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.490 | Invoice rate Rs.584.33 | Overcharge: 19.3%
INV/V006/61119,30-01-2024,01-02-2024,V006,Joshi Components,PO/FY24/0036,GRN/FY24/0026,Corrugated Boxes,203,26.90,"5,460.70",12,655.28,"6,115.98",45,03/15/2024,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.22 | Invoice rate Rs.26.9 | Overcharge: 22.3%
INV/V007/65550,01-11-2023,03-11-2023,V007,Agarwal Metals,PO/FY24/0037,GRN/FY24/0027,Ball Bearings,287,328.88,"94,388.56",18,"16,989.94","111,378.50",45,16-12-2023,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.260 | Invoice rate Rs.328.88 | Overcharge: 26.5%
INV/V008/63586,11-07-2023,07/13/2023,V008,Patel Suppliers,PO/FY24/0038,GRN/FY24/0028,Hydraulic Hoses,496,792.24,"392,951.04",18,"70,731.19","463,682.23",45,25-08-2023,Pending,Email,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.720 | Invoice rate Rs.792.24 | Overcharge: 10.0%
INV/V009/69701,21-11-2023,23/11/2023,V009,Kumar Trading,PO/FY24/0039,GRN/FY24/0029,Safety Gloves,286,117.97,"33,739.42",5,"1,686.97","35,426.39",45,05-01-2024,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.95 | Invoice rate Rs.117.97 | Overcharge: 24.2%
INV/V010/65841,17-11-2023,19-11-2023,V010,Verma Auto Parts,PO/FY24/0040,GRN/FY24/0030,Welding Rods,666,255.29,"170,023.14",18,"30,604.17","200,627.31",45,01/01/2024,Pending,Email,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.210 | Invoice rate Rs.255.29 | Overcharge: 21.6%
INV/V001/68902,25/09/2023,27/09/2023,V001,Sharma Enterprises,PO/FY24/0041,GRN/FY24/0031,Steel Sheets 2mm,370,201.46,"74,540.20",18,"13,417.24","87,957.44",45,09-11-2023,Pending,Portal,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.180 | Invoice rate Rs.201.46 | Overcharge: 11.9%
INV/V002/61534,02/10/2024,12-02-2024,V002,Rajput Steel Works,PO/FY24/0042,GRN/FY24/0032,Aluminium Rods,619,329.16,"203,750.04",18,"36,675.01","240,425.05",45,26-03-2024,Pending,Email,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.280 | Invoice rate Rs.329.16 | Overcharge: 17.6%
INV/V003/69877,21-04-2023,23-04-2023,V003,Gupta Packaging,PO/FY24/0043,GRN/FY24/0033,Rubber Gaskets,374,56.94,"21,295.56",18,"3,833.20","25,128.76",45,05/06/2023,Pending,Portal,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.52 | Invoice rate Rs.56.94 | Overcharge: 9.5%
INV/V004/60683,18-09-2023,20-09-2023,V004,Singh Logistics,PO/FY24/0044,GRN/FY24/0034,Cutting Tools Set,611,"1,701.65","1,039,708.15",18,"187,147.47","1,226,855.62",45,02-11-2023,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.1450 | Invoice rate Rs.1701.65 | Overcharge: 17.4%
INV/V005/63748,29-08-2023,31-08-2023,V005,Mehta Industries,PO/FY24/0045,GRN/FY24/0035,Lubricating Oil,782,553.02,"432,461.64",18,"77,843.10","510,304.74",45,13-10-2023,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.490 | Invoice rate Rs.553.02 | Overcharge: 12.9%
INV/V006/68567,18-01-2024,20-01-2024,V006,Joshi Components,PO/FY24/0046,GRN/FY24/0036,Corrugated Boxes,146,26.13,"3,814.98",12,457.80,"4,272.78",45,03-03-2024,Pending,Email,AP Clerk - Ramesh,RATE MISMATCH: PO rate Rs.22 | Invoice rate Rs.26.13 | Overcharge: 18.8%
INV/V007/64388,17-10-2023,19-10-2023,V007,Agarwal Metals,PO/FY24/0047,GRN/FY24/0037,Ball Bearings,357,331.63,"118,391.91",18,"21,310.54","139,702.45",45,12/01/2023,Pending,Email,AP Clerk - Mohan,RATE MISMATCH: PO rate Rs.260 | Invoice rate Rs.331.63 | Overcharge: 27.6%
INV/V008/68044,05-05-2023,07-05-2023,V008,Patel Suppliers,PO/FY24/0048,GRN/FY24/0038,Hydraulic Hoses,86,898.53,"77,273.58",18,"13,909.24","91,182.82",45,19-06-2023,Pending,Email,AP Clerk - Sunita,RATE MISMATCH: PO rate Rs.720 | Invoice rate Rs.898.53 | Overcharge: 24.8%
